df_hash,22ZHK4.KZN26T
124.716,1.026
124.746,1.032
124.776,1.020
124.806,1.021
124.836,1.021
124.866,1.021
124.896,1.021
124.926,1.023
124.956,1.023
124.986,1.014
125.016,1.027
125.046,1.026
125.076,1.021
125.106,1.021
125.136,1.024
125.166,1.023
125.196,1.022
125.226,1.022
125.256,1.024
125.286,1.023
125.316,1.025
125.346,1.024
125.376,1.020
125.406,1.018
125.436,1.026
125.466,1.023
125.496,1.023
125.526,1.021
125.556,1.021
125.586,1.029
125.616,1.025
125.646,1.020
125.676,1.021
125.706,1.021
125.736,1.024
125.766,1.025
125.796,1.027
125.826,1.022
125.856,1.015
125.886,1.031
125.916,1.023
125.946,1.018
125.976,1.025
126.006,1.023
126.036,1.021
126.066,1.022
126.096,1.022
126.126,1.021
126.156,1.023
126.186,1.027
126.216,1.023
126.246,1.021
126.276,1.020
126.306,1.020
126.336,1.025
126.366,1.027
126.396,1.021
126.426,1.021
126.456,1.021
126.486,1.025
126.516,1.022
126.546,1.024
126.576,1.026
126.606,1.022
126.636,1.025
126.666,1.024
126.696,1.019
126.726,1.021
126.756,1.024
126.786,1.020
126.816,1.025
126.846,1.024
126.876,1.025
126.906,1.023
126.936,1.021
126.966,1.024
126.996,1.023
127.026,1.025
127.056,1.021
127.086,1.017
127.116,1.023
127.146,1.025
127.176,1.021
127.206,1.020
127.236,1.022
127.266,1.021
127.296,1.024
127.326,1.029
127.356,1.025
127.386,1.018
127.416,1.027
127.446,1.025
127.476,1.021
127.506,1.021
127.536,1.025
127.566,1.022
127.596,1.024
127.626,1.022
127.656,1.023
127.686,1.023
127.716,1.024
127.746,1.024
127.776,1.024
127.806,1.022
127.836,1.023
127.866,1.021
127.896,1.020
127.926,1.024
127.956,1.029
127.986,1.026
128.016,1.021
128.046,1.019
128.076,1.021
128.106,1.024
128.136,1.025
128.166,1.025
128.196,1.020
128.226,1.024
128.256,1.026
128.286,1.021
128.316,1.020
128.346,1.021
128.376,1.026
128.406,1.023
128.436,1.022
128.466,1.021
128.496,1.022
128.526,1.021
128.556,1.023
128.586,1.021
128.616,1.023
128.646,1.024
128.676,1.024
128.706,1.021
128.736,1.021
128.766,1.027
128.796,1.027
128.826,1.021
128.856,1.020
128.886,1.025
128.916,1.023
128.946,1.024
128.976,1.028
129.006,1.021
129.036,1.016
129.066,1.029
129.096,1.028
129.126,1.018
129.156,1.020
129.186,1.019
129.216,1.022
129.246,1.025
129.276,1.027
129.306,1.022
129.336,1.022
129.366,1.023
129.396,1.023
129.426,1.021
129.456,1.024
129.486,1.023
129.516,1.021
129.546,1.028
129.576,1.023
129.606,1.021
129.636,1.021
129.666,1.021
129.696,1.023
129.726,1.025
129.756,1.022
129.786,1.017
129.816,1.018
129.846,1.027
129.876,1.020
129.906,1.019
129.936,1.021
129.966,1.023
129.996,1.024
130.026,1.024
130.056,1.021
130.086,1.018
130.116,1.023
130.146,1.026
130.176,1.018
130.206,1.022
130.236,1.022
130.266,1.025
130.296,1.022
130.326,1.021
130.356,1.026
130.386,1.027
130.416,1.023
130.446,1.022
130.476,1.020
130.506,1.021
130.536,1.022
130.566,1.025
130.596,1.028
130.626,1.013
130.656,1.025
130.686,1.029
130.716,1.020
130.746,1.023
130.776,1.025
130.806,1.024
130.836,1.024
130.866,1.023
130.896,1.021
130.926,1.021
130.956,1.021
130.986,1.024
131.016,1.023
131.046,1.020
131.076,1.019
131.106,1.024
131.136,1.021
131.166,1.029
131.196,1.019
131.226,1.021
131.256,1.027
131.286,1.023
131.316,1.018
131.346,1.021
131.376,1.022
131.406,1.022
131.436,1.027
131.466,1.025
131.496,1.020
131.526,1.019
131.556,1.025
131.586,1.021
131.616,1.018
131.646,1.023
131.676,1.026
131.706,1.025
131.736,1.022
131.766,1.022
131.796,1.021
131.826,1.021
131.856,1.021
131.886,1.021
131.916,1.021
131.946,1.023
131.976,1.021
132.006,1.023
132.036,1.025
132.066,1.022
132.096,1.021
132.126,1.024
132.156,1.026
132.186,1.018
132.216,1.021
132.246,1.023
132.276,1.023
132.306,1.025
132.336,1.021
132.366,1.018
132.396,1.021
132.426,1.029
132.456,1.024
132.486,1.020
132.516,1.022
132.546,1.021
132.576,1.023
132.606,1.024
132.636,1.023
132.666,1.021
132.696,1.018
132.726,1.023
132.756,1.021
132.786,1.021
132.816,1.021
132.846,1.022
132.876,1.020
132.906,1.025
132.936,1.024
132.966,1.018
132.996,1.021
133.026,1.021
133.056,1.021
133.086,1.027
133.116,1.025
133.146,1.020
133.176,1.021
133.206,1.029
133.236,1.018
133.266,1.015
133.296,1.028
133.326,1.021
133.356,1.022
133.386,1.023
133.416,1.021
133.446,1.021
133.476,1.021
133.506,1.024
133.536,1.026
133.566,1.022
133.596,1.025
133.626,1.021
133.656,1.026
133.686,1.020
133.716,1.024
133.746,1.025
133.776,1.020
133.806,1.021
133.836,1.021
133.866,1.022
133.896,1.025
133.926,1.024
133.956,1.024
133.986,1.021
134.016,1.022
134.046,1.027
134.076,1.022
134.106,1.018
134.136,1.022
134.166,1.024
134.196,1.022
134.226,1.021
134.256,1.022
134.286,1.023
134.316,1.024
134.346,1.022
134.376,1.024
134.406,1.021
134.436,1.021
134.466,1.021
134.496,1.021
134.526,1.026
134.556,1.021
134.586,1.021
134.616,1.029
134.646,1.022
134.676,1.018
134.706,1.021
134.736,1.024
134.766,1.021
134.796,1.025
134.826,1.025
134.856,1.019
134.886,1.020
134.916,1.032
134.946,1.023
134.976,1.018
135.006,1.024
135.036,1.025
135.066,1.024
135.096,1.022
135.126,1.020
135.156,1.021
135.186,1.021
135.216,1.021
135.246,1.023
135.276,1.018
135.306,1.023
135.336,1.023
135.366,1.023
135.396,1.027
135.426,1.023
135.456,1.020
135.486,1.019
135.516,1.024
135.546,1.023
135.576,1.025
135.606,1.024
135.636,1.015
135.666,1.021
135.696,1.026
135.726,1.016
135.756,1.023
135.786,1.026
135.816,1.018
135.846,1.022
135.876,1.021
135.906,1.022
135.936,1.022
135.966,1.021
135.996,1.020
136.026,1.023
136.056,1.021
136.086,1.021
136.116,1.020
136.146,1.021
136.176,1.029
136.206,1.024
136.236,1.021
136.266,1.021
136.296,1.021
136.326,1.024
136.356,1.024
136.386,1.025
136.416,1.012
136.446,1.024
136.476,1.029
136.506,1.020
136.536,1.021
136.566,1.023
136.596,1.021
136.626,1.022
136.656,1.023
136.686,1.020
136.716,1.021
136.746,1.022
136.776,1.022
136.806,1.022
136.836,1.022
136.866,1.021
136.896,1.020
136.926,1.022
136.956,1.022
136.986,1.021
137.016,1.028
137.046,1.018
137.076,1.021
137.106,1.022
137.136,1.021
137.166,1.022
137.196,1.022
137.226,1.021
137.256,1.013
137.286,1.025
137.316,1.027
137.346,1.021
137.376,1.020
137.406,1.021
137.436,1.021
137.466,1.024
137.496,1.024
137.526,1.021
137.556,1.021
137.586,1.020
137.616,1.023
137.646,1.021
137.676,1.023
137.706,1.023
137.736,1.022
137.766,1.023
137.796,1.021
137.826,1.021
137.856,1.029
137.886,1.021
137.916,1.020
137.946,1.019
137.976,1.022
138.006,1.022
138.036,1.026
138.066,1.023
138.096,1.019
138.126,1.021
138.156,1.030
138.186,1.017
138.216,1.018
138.246,1.022
138.276,1.024
138.306,1.022
138.336,1.021
138.366,1.024
138.396,1.017
138.426,1.021
138.456,1.024
138.486,1.021
138.516,1.024
138.546,1.021
138.576,1.025
138.606,1.029
138.636,1.025
138.666,1.020
138.696,1.022
138.726,1.023
138.756,1.022
138.786,1.024
138.816,1.021
138.846,1.020
138.876,1.021
138.906,1.028
138.936,1.020
138.966,1.021
138.996,1.021
139.026,1.021
139.056,1.024
139.086,1.021
139.116,1.021
139.146,1.023
139.176,1.021
139.206,1.021
139.236,1.021
139.266,1.021
139.296,1.018
139.326,1.018
139.356,1.022
139.386,1.025
139.416,1.023
139.446,1.022
139.476,1.021
139.506,1.021
139.536,1.023
139.566,1.026
139.596,1.022
139.626,1.012
139.656,1.026
139.686,1.029
139.716,1.021
139.746,1.022
139.776,1.020
139.806,1.023
139.836,1.024
139.866,1.022
139.896,1.021
139.926,1.022
139.956,1.021
139.986,1.021
140.016,1.021
140.046,1.022
140.076,1.022
140.106,1.027
140.136,1.019
140.166,1.018
140.196,1.030
140.226,1.025
140.256,1.021
140.286,1.021
140.316,1.023
140.346,1.024
140.376,1.024
140.406,1.023
140.436,1.021
140.466,1.018
140.496,1.025
140.526,1.024
140.556,1.020
140.586,1.023
140.616,1.026
140.646,1.021
140.676,1.023
140.706,1.021
140.736,1.021
140.766,1.020
140.796,1.021
140.826,1.022
140.856,1.023
140.886,1.022
140.916,1.024
140.946,1.024
140.976,1.021
141.006,1.021
141.036,1.025
141.066,1.029
141.096,1.015
141.126,1.022
141.156,1.024
141.186,1.021
141.216,1.025
141.246,1.026
141.276,1.021
141.306,1.018
141.336,1.033
141.366,1.021
141.396,1.018
141.426,1.023
141.456,1.021
141.486,1.025
141.516,1.021
141.546,1.025
141.576,1.021
141.606,1.021
141.636,1.022
141.666,1.024
141.696,1.021
141.726,1.025
141.756,1.021
141.786,1.028
141.816,1.025
141.846,1.021
141.876,1.020
141.906,1.023
141.936,1.023
141.966,1.026
141.996,1.024
142.026,1.023
142.056,1.014
142.086,1.026
142.116,1.026
142.146,1.020
142.176,1.021
142.206,1.023
142.236,1.021
142.266,1.025
142.296,1.021
142.326,1.020
142.356,1.022
142.386,1.022
142.416,1.022
142.446,1.028
142.476,1.025
142.506,1.027
142.536,1.020
142.566,1.021
142.596,1.026
142.626,1.026
142.656,1.023
142.686,1.021
142.716,1.024
142.746,1.021
142.776,1.026
142.806,1.025
142.836,1.026
142.866,1.015
142.896,1.029
142.926,1.024
142.956,1.017
142.986,1.023
143.016,1.025
143.046,1.022
143.076,1.024
143.106,1.022
143.136,1.019
143.166,1.024
143.196,1.023
143.226,1.025
143.256,1.021
143.286,1.021
143.316,1.018
143.346,1.022
143.376,1.021
143.406,1.024
143.436,1.020
143.466,1.021
143.496,1.030
143.526,1.022
143.556,1.021
143.586,1.020
143.616,1.021
143.646,1.023
143.676,1.025
143.706,1.021
143.736,1.018
143.766,1.027
143.796,1.029
143.826,1.025
143.856,1.020
143.886,1.021
143.916,1.024
143.946,1.024
143.976,1.023
144.006,1.023
144.036,1.020
144.066,1.021
144.096,1.023
144.126,1.024
144.156,1.022
144.186,1.021
144.216,1.024
144.246,1.019
144.276,1.023
144.306,1.022
144.336,1.028
144.366,1.023
144.396,1.019
144.426,1.022
144.456,1.023
144.486,1.021
144.516,1.021
144.546,1.021
144.576,1.022
144.606,1.016
144.636,1.026
144.666,1.027
144.696,1.018
144.726,1.022
144.756,1.025
144.786,1.023
144.816,1.025
144.846,1.025
144.876,1.021
144.906,1.024
144.936,1.021
144.966,1.022
144.996,1.025
145.026,1.019
145.056,1.021
145.086,1.023
145.116,1.023
145.146,1.028
145.176,1.023
145.206,1.022
145.236,1.021
145.266,1.023
145.296,1.021
145.326,1.024
145.356,1.023
145.386,1.016
145.416,1.022
145.446,1.029
145.476,1.019
145.506,1.015
145.536,1.021
145.566,1.022
145.596,1.021
145.626,1.022
145.656,1.021
145.686,1.021
145.716,1.023
145.746,1.026
145.776,1.025
145.806,1.023
145.836,1.021
145.866,1.021
145.896,1.020
145.926,1.023
145.956,1.018
145.986,1.023
146.016,1.028
146.046,1.021
146.076,1.023
146.106,1.020
146.136,1.023
146.166,1.021
146.196,1.022
146.226,1.021
146.256,1.019
146.286,1.021
146.316,1.030
146.346,1.021
146.376,1.019
146.406,1.023
146.436,1.023
146.466,1.022
146.496,1.022
146.526,1.024
146.556,1.022
146.586,1.022
146.616,1.023
146.646,1.022
146.676,1.024
146.706,1.021
146.736,1.021
146.766,1.025
146.796,1.021
146.826,1.023
146.856,1.016
146.886,1.024
146.916,1.024
146.946,1.021
146.976,1.018
147.006,1.019
147.036,1.021
147.066,1.022
147.096,1.023
147.126,1.025
147.156,1.019
147.186,1.027
147.216,1.027
147.246,1.021
147.276,1.019
147.306,1.024
147.336,1.022
147.366,1.021
147.396,1.020
147.426,1.025
147.456,1.021
147.486,1.021
147.516,1.025
147.546,1.024
147.576,1.021
147.606,1.021
147.636,1.021
147.666,1.020
147.696,1.028
147.726,1.021
147.756,1.021
147.786,1.023
147.816,1.022
147.846,1.026
147.876,1.024
147.906,1.022
147.936,1.019
147.966,1.021
147.996,1.026
148.026,1.021
148.056,1.021
148.086,1.022
148.116,1.022
148.146,1.022
148.176,1.023
148.206,1.023
148.236,1.023
148.266,1.021
148.296,1.022
148.326,1.021
148.356,1.021
148.386,1.022
148.416,1.022
148.446,1.024
148.476,1.030
148.506,1.026
148.536,1.024
148.566,1.021
148.596,1.024
148.626,1.020
148.656,1.024
148.686,1.025
148.716,1.015
148.746,1.026
148.776,1.028
148.806,1.020
148.836,1.021
148.866,1.024
148.896,1.020
148.926,1.025
148.956,1.025
148.986,1.021
149.016,1.021
149.046,1.021
149.076,1.023
149.106,1.023
149.136,1.022
149.166,1.027
149.196,1.020
149.226,1.019
149.256,1.027
149.286,1.027
149.316,1.021
149.346,1.021
149.376,1.020
149.406,1.023
149.436,1.020
149.466,1.027
149.496,1.024
149.526,1.014
149.556,1.027
149.586,1.025
149.616,1.019
149.646,1.021
149.676,1.025
149.706,1.023
149.736,1.021
149.766,1.024
149.796,1.021
149.826,1.022
149.856,1.021
149.886,1.022
149.916,1.022
149.946,1.021
149.976,1.022
150.006,1.023
150.036,1.022
150.066,1.027
150.096,1.026
150.126,1.020
150.156,1.017
150.186,1.022
150.216,1.021
150.246,1.022
150.276,1.027
150.306,1.023
150.336,1.012
150.366,1.029
150.396,1.025
150.426,1.019
150.456,1.021
150.486,1.021
150.516,1.025
150.546,1.025
150.576,1.021
150.606,1.023
150.636,1.021
150.666,1.027
150.696,1.023
150.726,1.020
150.756,1.017
150.786,1.024
150.816,1.026
150.846,1.027
150.876,1.019
150.906,1.021
150.936,1.021
150.966,1.022
150.996,1.023
151.026,1.024
151.056,1.021
151.086,1.017
151.116,1.031
151.146,1.023
151.176,1.021
151.206,1.026
151.236,1.025
151.266,1.024
151.296,1.021
151.326,1.022
151.356,1.023
151.386,1.025
151.416,1.021
151.446,1.024
151.476,1.025
151.506,1.022
151.536,1.021
151.566,1.021
151.596,1.022
151.626,1.030
151.656,1.025
151.686,1.021
151.716,1.023
151.746,1.022
151.776,1.024
151.806,1.025
151.836,1.022
151.866,1.017
151.896,1.024
151.926,1.029
151.956,1.019
151.986,1.017
152.016,1.022
152.046,1.022
152.076,1.025
152.106,1.025
152.136,1.023
152.166,1.023
152.196,1.022
152.226,1.024
152.256,1.021
152.286,1.025
152.316,1.025
152.346,1.029
152.376,1.020
152.406,1.021
152.436,1.027
152.466,1.026
152.496,1.021
152.526,1.020
152.556,1.023
152.586,1.022
152.616,1.024
152.646,1.027
152.676,1.025
152.706,1.018
152.736,1.026
152.766,1.027
152.796,1.020
152.826,1.021
152.856,1.025
152.886,1.021
152.916,1.024
152.946,1.021
152.976,1.024
153.006,1.023
153.036,1.025
153.066,1.025
153.096,1.023
153.126,1.022
153.156,1.024
153.186,1.021
153.216,1.022
153.246,1.021
153.276,1.026
153.306,1.026
153.336,1.022
153.366,1.020
153.396,1.023
153.426,1.026
153.456,1.022
153.486,1.023
153.516,1.021
153.546,1.017
153.576,1.025
153.606,1.027
153.636,1.019
153.666,1.022
153.696,1.026
153.726,1.024
153.756,1.025
153.786,1.023
153.816,1.022
153.846,1.023
153.876,1.021
153.906,1.024
153.936,1.029
153.966,1.026
153.996,1.028
154.026,1.018
154.056,1.023
154.086,1.026
154.116,1.021
154.146,1.021
154.176,1.022
154.206,1.024
154.236,1.025
154.266,1.022
154.296,1.025
154.326,1.019
154.356,1.023
154.386,1.028
154.416,1.020
154.446,1.018
154.476,1.023
154.506,1.023
154.536,1.023
154.566,1.023
154.596,1.028
154.626,1.022
154.656,1.021
154.686,1.021
154.716,1.023
154.746,1.019
154.776,1.021
154.806,1.024
154.836,1.020
154.866,1.023
154.896,1.031
154.926,1.021
154.956,1.021
154.986,1.018
155.016,1.021
155.046,1.021
155.076,1.025
155.106,1.024
155.136,1.018
155.166,1.025
155.196,1.028
155.226,1.023
155.256,1.019
155.286,1.025
155.316,1.027
155.346,1.025
155.376,1.022
155.406,1.023
155.436,1.023
155.466,1.024
155.496,1.022
155.526,1.024
155.556,1.027
155.586,1.020
155.616,1.024
155.646,1.020
155.676,1.021
155.706,1.027
155.736,1.024
155.766,1.021
155.796,1.022
155.826,1.023
155.856,1.024
155.886,1.022
155.916,1.024
155.946,1.020
155.976,1.022
156.006,1.029
156.036,1.024
156.066,1.018
156.096,1.022
156.126,1.026
156.156,1.024
156.186,1.024
156.216,1.024
156.246,1.020
156.276,1.022
156.306,1.022
156.336,1.021
156.366,1.023
156.396,1.022
156.426,1.024
156.456,1.024
156.486,1.022
156.516,1.031
156.546,1.024
156.576,1.021
156.606,1.021
156.636,1.023
156.666,1.026
156.696,1.026
156.726,1.024
156.756,1.021
156.786,1.019
156.816,1.031
156.846,1.023
156.876,1.021
156.906,1.023
156.936,1.026
156.966,1.023
156.996,1.024
157.026,1.025
157.056,1.024
157.086,1.023
157.116,1.024
157.146,1.027
157.176,1.024
157.206,1.023
157.236,1.019
157.266,1.029
157.296,1.023
157.326,1.021
157.356,1.022
157.386,1.024
157.416,1.021
157.446,1.026
157.476,1.022
157.506,1.019
157.536,1.021
157.566,1.028
157.596,1.022
157.626,1.022
157.656,1.026
157.686,1.024
157.716,1.024
157.746,1.026
157.776,1.021
157.806,1.025
157.836,1.020
157.866,1.023
157.896,1.026
157.926,1.025
157.956,1.025
157.986,1.022
158.016,1.023
158.046,1.027
158.076,1.024
158.106,1.021
158.136,1.019
158.166,1.025
158.196,1.020
158.226,1.026
158.256,1.028
158.286,1.024
158.316,1.017
158.346,1.030
158.376,1.025
158.406,1.021
158.436,1.021
158.466,1.023
158.496,1.024
158.526,1.024
158.556,1.024
158.586,1.024
158.616,1.022
158.646,1.024
158.676,1.020
158.706,1.024
158.736,1.024
158.766,1.024
158.796,1.022
158.826,1.016
158.856,1.029
158.886,1.028
158.916,1.021
158.946,1.021
158.976,1.021
159.006,1.019
159.036,1.023
159.066,1.028
159.096,1.024
159.126,1.014
159.156,1.022
159.186,1.030
159.216,1.020
159.246,1.021
159.276,1.024
159.306,1.022
159.336,1.025
159.366,1.023
159.396,1.025
159.426,1.025
159.456,1.023
159.486,1.027
159.516,1.026
159.546,1.020
159.576,1.023
159.606,1.024
159.636,1.027
159.666,1.025
159.696,1.020
159.726,1.021
159.756,1.021
159.786,1.023
159.816,1.025
159.846,1.026
159.876,1.026
159.906,1.018
159.936,1.023
159.966,1.026
159.996,1.021
160.026,1.023
160.056,1.022
160.086,1.024
160.116,1.021
160.146,1.020
160.176,1.024
160.206,1.023
160.236,1.024
160.266,1.025
160.296,1.019
160.326,1.019
160.356,1.022
160.386,1.023
160.416,1.027
160.446,1.022
160.476,1.023
160.506,1.023
160.536,1.023
160.566,1.023
160.596,1.022
160.626,1.025
160.656,1.013
160.686,1.029
160.716,1.029
160.746,1.020
160.776,1.023
160.806,1.021
160.836,1.022
160.866,1.026
160.896,1.023
160.926,1.021
160.956,1.026
160.986,1.019
161.016,1.025
161.046,1.022
161.076,1.022
161.106,1.025
161.136,1.021
161.166,1.021
161.196,1.028
161.226,1.025
161.256,1.021
161.286,1.021
161.316,1.026
161.346,1.022
161.376,1.024
161.406,1.025
161.436,1.020
161.466,1.022
161.496,1.028
161.526,1.023
161.556,1.023
161.586,1.024
161.616,1.028
161.646,1.024
161.676,1.023
161.706,1.022
161.736,1.024
161.766,1.024
161.796,1.025
161.826,1.026
161.856,1.024
161.886,1.021
161.916,1.020
161.946,1.021
161.976,1.026
162.006,1.026
162.036,1.021
162.066,1.020
162.096,1.021
162.126,1.024
162.156,1.025
162.186,1.029
162.216,1.023
162.246,1.015
162.276,1.026
162.306,1.022
162.336,1.018
162.366,1.025
162.396,1.026
162.426,1.020
162.456,1.024
162.486,1.024
162.516,1.022
162.546,1.023
162.576,1.025
162.606,1.021
162.636,1.023
162.666,1.021
162.696,1.025
162.726,1.024
162.756,1.024
162.786,1.022
162.816,1.023
162.846,1.023
162.876,1.024
162.906,1.024
162.936,1.021
162.966,1.014
162.996,1.028
163.026,1.024
163.056,1.020
163.086,1.024
163.116,1.024
163.146,1.020
163.176,1.023
163.206,1.023
163.236,1.023
163.266,1.021
163.296,1.022
163.326,1.027
163.356,1.023
163.386,1.021
163.416,1.018
163.446,1.027
163.476,1.031
163.506,1.023
163.536,1.023
163.566,1.022
163.596,1.023
163.626,1.024
163.656,1.025
163.686,1.025
163.716,1.014
163.746,1.029
163.776,1.027
163.806,1.018
163.836,1.021
163.866,1.026
163.896,1.024
163.926,1.026
163.956,1.026
163.986,1.023
164.016,1.021
164.046,1.024
164.076,1.021
164.106,1.025
164.136,1.023
164.166,1.026
164.196,1.024
164.226,1.019
164.256,1.026
164.286,1.028
164.316,1.021
164.346,1.024
164.376,1.022
164.406,1.022
164.436,1.027
164.466,1.027
164.496,1.024
164.526,1.023
164.556,1.029
164.586,1.021
164.616,1.021
164.646,1.021
164.676,1.024
164.706,1.026
164.736,1.024
164.766,1.024
164.796,1.022
164.826,1.025
164.856,1.023
164.886,1.021
164.916,1.023
164.946,1.025
164.976,1.029
165.006,1.021
165.036,1.024
165.066,1.026
165.096,1.027
165.126,1.023
165.156,1.022
165.186,1.023
165.216,1.025
165.246,1.028
165.276,1.028
165.306,1.018
165.336,1.016
165.366,1.031
165.396,1.024
165.426,1.021
165.456,1.022
165.486,1.026
165.516,1.023
165.546,1.025
165.576,1.024
165.606,1.026
165.636,1.024
165.666,1.026
165.696,1.024
165.726,1.023
165.756,1.022
165.786,1.023
165.816,1.026
165.846,1.025
165.876,1.022
165.906,1.021
165.936,1.025
165.966,1.023
165.996,1.022
166.026,1.025
166.056,1.023
166.086,1.021
166.116,1.031
166.146,1.020
166.176,1.021
166.206,1.025
166.236,1.025
166.266,1.025
166.296,1.022
166.326,1.022
166.356,1.024
166.386,1.025
166.416,1.021
166.446,1.025
166.476,1.024
166.506,1.024
166.536,1.022
166.566,1.022
166.596,1.027
166.626,1.024
166.656,1.022
166.686,1.023
166.716,1.021
166.746,1.023
166.776,1.028
166.806,1.022
166.836,1.018
166.866,1.022
166.896,1.029
166.926,1.021
166.956,1.019
166.986,1.022
167.016,1.025
167.046,1.025
167.076,1.027
167.106,1.024
167.136,1.021
167.166,1.022
167.196,1.024
167.226,1.023
167.256,1.023
167.286,1.022
167.316,1.027
167.346,1.020
167.376,1.021
167.406,1.034
167.436,1.024
167.466,1.021
167.496,1.020
167.526,1.027
167.556,1.022
167.586,1.025
167.616,1.023
167.646,1.018
167.676,1.023
167.706,1.030
167.736,1.021
167.766,1.024
167.796,1.022
167.826,1.026
167.856,1.025
167.886,1.025
167.916,1.024
167.946,1.023
167.976,1.026
168.006,1.026
168.036,1.024
168.066,1.022
168.096,1.022
168.126,1.026
168.156,1.023
168.186,1.021
168.216,1.029
168.246,1.028
168.276,1.021
168.306,1.021
168.336,1.024
168.366,1.026
168.396,1.025
168.426,1.027
168.456,1.022
168.486,1.021
168.516,1.031
168.546,1.018
168.576,1.021
168.606,1.021
168.636,1.021
168.666,1.024
168.696,1.022
168.726,1.023
168.756,1.022
168.786,1.021
168.816,1.027
168.846,1.021
168.876,1.022
168.906,1.020
168.936,1.021
168.966,1.029
168.996,1.024
169.026,1.024
169.056,1.021
169.086,1.025
169.116,1.021
169.146,1.025
169.176,1.027
169.206,1.021
169.236,1.025
169.266,1.030
169.296,1.021
169.326,1.021
169.356,1.024
169.386,1.026
169.416,1.023
169.446,1.025
169.476,1.023
169.506,1.023
169.536,1.022
169.566,1.025
169.596,1.023
169.626,1.023
169.656,1.021
169.686,1.023
169.716,1.021
169.746,1.025
169.776,1.029
169.806,1.021
169.836,1.021
169.866,1.024
169.896,1.022
169.926,1.020
169.956,1.027
169.986,1.025
170.016,1.015
170.046,1.026
170.076,1.024
170.106,1.021
170.136,1.021
170.166,1.022
170.196,1.022
170.226,1.027
170.256,1.025
170.286,1.022
170.316,1.021
170.346,1.021
170.376,1.023
170.406,1.027
170.436,1.024
170.466,1.030
170.496,1.026
170.526,1.023
170.556,1.015
170.586,1.028
170.616,1.026
170.646,1.021
170.676,1.022
170.706,1.021
170.736,1.023
170.766,1.028
170.796,1.031
170.826,1.023
170.856,1.018
170.886,1.027
170.916,1.024
170.946,1.024
170.976,1.025
171.006,1.027
171.036,1.022
171.066,1.023
171.096,1.025
171.126,1.023
171.156,1.021
171.186,1.023
171.216,1.026
171.246,1.024
171.276,1.024
171.306,1.022
171.336,1.021
171.366,1.029
171.396,1.024
171.426,1.021
171.456,1.021
171.486,1.023
171.516,1.024
171.546,1.028
171.576,1.025
171.606,1.019
171.636,1.022
171.666,1.026
171.696,1.020
171.726,1.025
171.756,1.026
171.786,1.021
171.816,1.022
171.846,1.023
171.876,1.028
171.906,1.023
171.936,1.024
171.966,1.025
171.996,1.023
172.026,1.021
172.056,1.024
172.086,1.025
172.116,1.024
172.146,1.021
172.176,1.022
172.206,1.022
172.236,1.023
172.266,1.026
172.296,1.025
172.326,1.027
172.356,1.016
172.386,1.031
172.416,1.023
172.446,1.021
172.476,1.026
172.506,1.023
172.536,1.024
172.566,1.024
172.596,1.024
172.626,1.024
172.656,1.023
172.686,1.021
172.716,1.025
172.746,1.024
172.776,1.026
172.806,1.021
172.836,1.020
172.866,1.026
172.896,1.026
172.926,1.021
172.956,1.024
172.986,1.020
173.016,1.019
173.046,1.025
173.076,1.028
173.106,1.023
173.136,1.018
173.166,1.027
173.196,1.026
173.226,1.021
173.256,1.021
173.286,1.026
173.316,1.023
173.346,1.023
173.376,1.024
173.406,1.024
173.436,1.021
173.466,1.022
173.496,1.024
173.526,1.024
173.556,1.021
173.586,1.021
173.616,1.022
173.646,1.025
173.676,1.030
173.706,1.023
173.736,1.021
173.766,1.023
173.796,1.022
173.826,1.027
173.856,1.027
173.886,1.021
173.916,1.013
173.946,1.029
173.976,1.024
174.006,1.020
174.036,1.023
174.066,1.025
174.096,1.022
174.126,1.021
174.156,1.022
174.186,1.026
174.216,1.023
174.246,1.022
174.276,1.019
174.306,1.021
174.336,1.022
174.366,1.026
174.396,1.024
174.426,1.020
174.456,1.022
174.486,1.024
174.516,1.026
174.546,1.026
174.576,1.022
174.606,1.020
174.636,1.021
174.666,1.030
174.696,1.023
174.726,1.022
174.756,1.026
174.786,1.023
174.816,1.026
174.846,1.024
174.876,1.024
174.906,1.024
174.936,1.024
174.966,1.025
174.996,1.026
175.026,1.020
175.056,1.022
175.086,1.027
175.116,1.027
175.146,1.021
175.176,1.026
175.206,1.026
175.236,1.021
175.266,1.024
175.296,1.027
175.326,1.022
175.356,1.021
175.386,1.027
175.416,1.026
175.446,1.021
175.476,1.021
175.506,1.025
175.536,1.022
175.566,1.023
175.596,1.023
175.626,1.023
175.656,1.021
175.686,1.024
175.716,1.023
175.746,1.025
175.776,1.020
175.806,1.021
175.836,1.025
175.866,1.027
175.896,1.022
175.926,1.021
175.956,1.024
175.986,1.023
176.016,1.024
176.046,1.024
176.076,1.023
176.106,1.019
176.136,1.026
176.166,1.026
176.196,1.021
176.226,1.021
176.256,1.025
176.286,1.022
176.316,1.022
176.346,1.021
176.376,1.025
176.406,1.022
176.436,1.024
176.466,1.028
176.496,1.024
176.526,1.026
176.556,1.021
176.586,1.021
176.616,1.028
176.646,1.029
176.676,1.020
176.706,1.021
176.736,1.023
176.766,1.023
176.796,1.027
176.826,1.027
176.856,1.024
176.886,1.019
176.916,1.030
176.946,1.023
176.976,1.020
177.006,1.024
177.036,1.022
177.066,1.026
177.096,1.020
